"","noise","site","fit","se.fit","residual.scale","UL","LL","seals"
"161",55.4878787878788,"waterfront",2.12264258081709,0.102196534070725,1,10.2057142865591,6.8369202475904,8.35318230657624
"162",55.8843434343434,"waterfront",2.1208725926915,0.106133984047925,1,10.2665927481033,6.77236244501706,8.33841035003312
"163",56.2808080808081,"waterfront",2.11910260456591,0.110259526731193,1,10.3316425368113,6.70594155162204,8.3236645165521
"164",56.6772727272727,"waterfront",2.11733261644033,0.114552841830193,1,10.4005239681126,6.63798893549455,8.30894475993656
"165",57.0737373737374,"waterfront",2.11556262831474,0.118995771265388,1,10.4729353106142,6.5687983526906,8.29425103407159
"166",57.470202020202,"waterfront",2.11379264018916,0.123572178333155,1,10.5486101269507,6.49862860409642,8.27958329292381
"167",57.8666666666667,"waterfront",2.11202265206357,0.128267776967726,1,10.6273141656475,6.42770664133358,8.26494149054127
"168",58.2631313131313,"waterfront",2.11025266393798,0.133069950138146,1,10.7088421161281,6.35623080957258,8.25032558105327
"169",58.659595959596,"waterfront",2.1084826758124,0.137967569821969,1,10.7930144283106,6.28437402581172,8.23573551867022
"170",59.0560606060606,"waterfront",2.10671268768681,0.142950826114003,1,10.8796743168886,6.21228677252266,8.22117125768352
"171",59.4525252525252,"waterfront",2.10494269956123,0.148011069592977,1,10.96868501361,6.14009984335141,8.20663275246541
"172",59.8489898989899,"waterfront",2.10317271143564,0.153140668761513,1,11.05992729306,6.0679268153661,8.19211995746878
"173",60.2454545454545,"waterfront",2.10140272331006,0.15833288289763,1,11.1532972735367,5.9958662462636,8.17763282722711
"174",60.6419191919192,"waterfront",2.09963273518447,0.163581749764179,1,11.2487044804081,5.92400360914553,8.16317131635427
"175",61.0383838383838,"waterfront",2.09786274705888,0.168881987128384,1,11.3460701516969,5.85241298511692,8.14873537954437
"176",61.4348484848485,"waterfront",2.0960927589333,0.174228906810086,1,11.445325762258,5.7811585373417,8.13432497157169
"177",61.8313131313131,"waterfront",2.09432277080771,0.179618339908063,1,11.5464117421902,5.71029579091419,8.11994004729042
"178",62.2277777777778,"waterfront",2.09255278268213,0.185046571883146,1,11.6492763659651,5.63987274206164,8.10558056163466
"179",62.6242424242424,"waterfront",2.09078279455654,0.190510286261307,1,11.753874790456,5.56993081849632,8.09124646961814
"180",63.0207070707071,"waterfront",2.08901280643095,0.196006515831263,1,11.8601682221361,5.50050571064586,8.07693772633418
"181",63.4171717171717,"waterfront",2.08724281830537,0.201532600331911,1,11.9681231959204,5.43162809128844,8.06265428695551
"182",63.8136363636364,"waterfront",2.08547283017978,0.207086149744636,1,12.0777109502694,5.36332423897331,8.04839610673415
"183",64.210101010101,"waterfront",2.0837028420542,0.212665012418259,1,12.1889068851752,5.2956165786063,8.03416314100121
"184",64.6065656565656,"waterfront",2.08193285392861,0.218267247357326,1,12.3016900914619,5.22852415076783,8.01995534516682
"185",65.0030303030303,"waterfront",2.08016286580303,0.223891100096263,1,12.4160429414415,5.16206301972183,8.00577267471998
"186",65.399494949495,"waterfront",2.07839287767744,0.229534981662862,1,12.5319507323773,5.09624662866307,7.99161508522837
"187",65.7959595959596,"waterfront",2.07662288955185,0.235197450204952,1,12.6494013754319,5.0310861095266,7.97748253233827
"188",66.1924242424242,"waterfront",2.07485290142627,0.240877194915036,1,12.7683851238294,4.96659055362703,7.96337497177439
"189",66.5888888888889,"waterfront",2.07308291330068,0.246573021940047,1,12.8888943348713,4.90276724849012,7.94929235933972
"190",66.9853535353535,"waterfront",2.0713129251751,0.252283842008248,1,13.0109232612172,4.83962188546475,7.93523465091543
"191",67.3818181818182,"waterfront",2.06954293704951,0.258008659543673,1,13.1344678675016,4.77715874204216,7.92120180246072
"192",67.7782828282828,"waterfront",2.06777294892392,0.263746563071234,1,13.259525668924,4.715380842247,7.90719377001264
"193",68.1747474747475,"waterfront",2.06600296079834,0.269496716743523,1,13.3860955889265,4.65429009798471,7.89321050968601
"194",68.5712121212121,"waterfront",2.06423297267275,0.275258352844149,1,13.5141778334813,4.59388743382218,7.87925197767325
"195",68.9676767676768,"waterfront",2.06246298454717,0.281030765142705,1,13.6437737798593,4.53417289733067,7.86531813024425
"196",69.3641414141414,"waterfront",2.06069299642158,0.286813302993776,1,13.774885878047,4.47514575682435,7.85140892374622
"197",69.7606060606061,"waterfront",2.05892300829599,0.29260536608714,1,13.9075175632293,4.41680458807485,7.8375243146036
"198",70.1570707070707,"waterfront",2.05715302017041,0.298406399768947,1,14.0416731779734,4.35914735136729,7.82366425931786
"199",70.5535353535354,"waterfront",2.05538303204482,0.304215890864407,1,14.1773579029332,4.30217146007867,7.80982871446742
"200",70.95,"waterfront",2.05361304391924,0.310033363941802,1,14.3145776950495,4.24587384180203,7.79601763670745
